index,db,name,tissue,ann,ann_simplify,CL,translate
MCA_Brain_Ependymal cell_Ttr high,MCA,One-Year-Brain,Brain,Ependymal cell_Ttr high,Ependymal cell,ciliated cell,纤毛细胞
MCA_Brain_Ependymal cell_Ttr high,MCA,Ten-Days-Brain,Brain,Ependymal cell_Ttr high,Ependymal cell,ciliated cell,纤毛细胞
MCA_Brain_Ependymal cell_Ttr high,MCA,Three-Weeks-Brain,Brain,Ependymal cell_Ttr high,Ependymal cell,ciliated cell,纤毛细胞
MCA_Brain_Ependymal cell_Ttr high,MCA,Two-Years-Brain,Brain,Ependymal cell_Ttr high,Ependymal cell,ciliated cell,纤毛细胞
HCL_Placenta_Epi,HCL,Placenta_VentoTormo,Placenta,Epi,Epi,epithelial cell,上皮细胞
HCL_Brain_Epithelial cell,HCL,Adult-Cerebellum1,Brain,Epithelial cell,Epithelial cell,endothelial cell,内皮细胞
HCL_Heart_Epithelial cell,HCL,Fetal-Heart1,Heart,Epithelial cell,Epithelial cell,epithelial cell,上皮细胞
HCL_Intestine_Epithelial cell,HCL,Fetal-Intestine5,Intestine,Epithelial cell,Epithelial cell,enterocyte,肠上皮细胞
MCA_Intestine_Epithelial cell,MCA,One-Year-Intestine,Intestine,Epithelial cell,Epithelial cell,unknow_MCA,unknow_MCA
MCA_Kidney_Epithelial cell,MCA,Two-Years-Kidney,Kidney,Epithelial cell,Epithelial cell,epithelial cell,上皮细胞
HCL_Liver_Epithelial cell,HCL,Adult-Liver1,Liver,Epithelial cell,Epithelial cell,epithelial cell,上皮细胞
HCL_Liver_Epithelial cell,HCL,Adult-Liver4,Liver,Epithelial cell,Epithelial cell,epithelial cell,上皮细胞
MCA_Lung_Epithelial cell,MCA,Lung-Mesenchyme,Lung,Epithelial cell,Epithelial cell,epithelial cell,上皮细胞
MCA_Lung_Epithelial cell,MCA,One-Year-Lung,Lung,Epithelial cell,Epithelial cell,epithelial cell,上皮细胞
MCA_Omentum_Epithelial cell,MCA,Adult-Omentum,Omentum,Epithelial cell,Epithelial cell,endothelial cell,内皮细胞
HCL_Placenta_Epithelial cell,HCL,Placenta1,Placenta,Epithelial cell,Epithelial cell,epithelial cell,上皮细胞
MCA_Prostate_Epithelial cell,MCA,Adult-Prostate,Prostate,Epithelial cell,Epithelial cell,epithelial cell,上皮细胞
MCA_Prostate_Epithelial cell,MCA,Two-Years-Prostate,Prostate,Epithelial cell,Epithelial cell,epithelial cell,上皮细胞
HCL_Stomach_Epithelial cell,HCL,Fetal-Stomach2,Stomach,Epithelial cell,Epithelial cell,epithelial cell,上皮细胞
HCL_Stomach_Epithelial cell,HCL,Adult-Stomach3,Stomach,Epithelial cell,Epithelial cell,epithelial cell,上皮细胞
MCA_Stomach_Epithelial cell,MCA,Neonatal-Stomach,Stomach,Epithelial cell,Epithelial cell,epithelial cell,上皮细胞
MCA_Stomach_Epithelial cell,MCA,Three-Weeks-Stomach,Stomach,Epithelial cell,Epithelial cell,epithelial cell,上皮细胞
MCA_Uterus_Epithelial cell,MCA,Two-Years-Uterus,Uterus,Epithelial cell,Epithelial cell,epithelial cell,上皮细胞
MCA_Intestine_Epithelial cell_2610528A11Rik high,MCA,Neonatal-Intestine,Intestine,Epithelial cell_2610528A11Rik high,Epithelial cell,enterocyte,肠上皮细胞
MCA_Stomach_Epithelial cell_8430408G22Rik high,MCA,One-Year-Stomach,Stomach,Epithelial cell_8430408G22Rik high,Epithelial cell,epithelial cell,上皮细胞
MCA_Intestine_Epithelial cell_Bex1 high,MCA,Fetal-Intestine,Intestine,Epithelial cell_Bex1 high,Epithelial cell,enterocyte,肠上皮细胞
MCA_Kidney_Epithelial cell_Calb1 high,MCA,Fetal-Kidney,Kidney,Epithelial cell_Calb1 high,Epithelial cell,epithelial cell,上皮细胞
MCA_Stomach_Epithelial cell_Cbr2 high,MCA,Adult-Stomach,Stomach,Epithelial cell_Cbr2 high,Epithelial cell,epithelial cell,上皮细胞
MCA_Heart_Epithelial cell_Ccl25 high,MCA,Fetal-Heart,Heart,Epithelial cell_Ccl25 high,Epithelial cell,epithelial cell,上皮细胞
HCL_Adrenal-Gland_Epithelial cell_CCNB1 high,HCL,Fetal-Adrenal-Gland2,Adrenal-Gland,Epithelial cell_CCNB1 high,Epithelial cell,epithelial cell,上皮细胞
HCL_Adrenal-Gland_Epithelial cell_CLCA1 high,HCL,Fetal-Adrenal-Gland2,Adrenal-Gland,Epithelial cell_CLCA1 high,Epithelial cell,epithelial cell,上皮细胞
MCA_Intestine_Epithelial cell_Clca3b high,MCA,Adult-Intestine,Intestine,Epithelial cell_Clca3b high,Epithelial cell,enterocyte,肠上皮细胞
MCA_Kidney_Epithelial cell_Cryab high,MCA,Adult-Kidney,Kidney,Epithelial cell_Cryab high,Epithelial cell,epithelial cell,上皮细胞
MCA_Kidney_Epithelial cell_Cryab high,MCA,Neonatal-Kidney,Kidney,Epithelial cell_Cryab high,Epithelial cell,epithelial cell,上皮细胞
MCA_Kidney_Epithelial cell_Cxcl14 high,MCA,Neonatal-Kidney,Kidney,Epithelial cell_Cxcl14 high,Epithelial cell,epithelial cell,上皮细胞
MCA_Stomach_Epithelial cell_Cym high,MCA,Fetal-Stomach,Stomach,Epithelial cell_Cym high,Epithelial cell,epithelial cell,上皮细胞
MCA_Intestine_Epithelial cell_Dmbt1 high,MCA,Ten-Days-Intestine,Intestine,Epithelial cell_Dmbt1 high,Epithelial cell,enterocyte,肠上皮细胞
HCL_Adrenal-Gland_Epithelial cell_EDN1 high,HCL,Fetal-Adrenal-Gland2,Adrenal-Gland,Epithelial cell_EDN1 high,Epithelial cell,epithelial cell,上皮细胞
HCL_Stomach_Epithelial cell_FABP1 high,HCL,Fetal-Stomach1,Stomach,Epithelial cell_FABP1 high,Epithelial cell,epithelial cell,上皮细胞
MCA_Kidney_Epithelial cell_Fabp5 high,MCA,Fetal-Kidney,Kidney,Epithelial cell_Fabp5 high,Epithelial cell,epithelial cell,上皮细胞
HCL_Stomach_Epithelial cell_HP high,HCL,Adult-Stomach2,Stomach,Epithelial cell_HP high,Epithelial cell,epithelial cell,上皮细胞
MCA_Kidney_Epithelial cell_Ifit3 high,MCA,Neonatal-Kidney,Kidney,Epithelial cell_Ifit3 high,Epithelial cell,epithelial cell,上皮细胞
MCA_Uterus_Epithelial cell_Igfbp2 high,MCA,Fetal-Uterus,Uterus,Epithelial cell_Igfbp2 high,Epithelial cell,epithelial cell,上皮细胞
MCA_Stomach_Epithelial cell_Igfbp3 high,MCA,One-Year-Stomach,Stomach,Epithelial cell_Igfbp3 high,Epithelial cell,epithelial cell,上皮细胞
MCA_Liver_Epithelial cell_Igfbp5 high,MCA,Ten-Days-Liver,Liver,Epithelial cell_Igfbp5 high,Epithelial cell,epithelial cell,上皮细胞
HCL_Stomach_Epithelial cell_IGFBP5 high,HCL,Fetal-Stomach1,Stomach,Epithelial cell_IGFBP5 high,Epithelial cell,epithelial cell,上皮细胞
HCL_Heart_Epithelial cell_ITLN high,HCL,Fetal-Heart2,Heart,Epithelial cell_ITLN high,Epithelial cell,epithelial cell,上皮细胞
MCA_Intestine_Epithelial cell_Krt14 high,MCA,Two-Years-Intestine,Intestine,Epithelial cell_Krt14 high,Epithelial cell,unknow_MCA,unknow_MCA
MCA_Stomach_Epithelial cell_Krt14 high,MCA,Eighteen-Months-Stomach,Stomach,Epithelial cell_Krt14 high,Epithelial cell,epithelial cell,上皮细胞
MCA_Stomach_Epithelial cell_Krt14 high,MCA,Three-Weeks-Stomach,Stomach,Epithelial cell_Krt14 high,Epithelial cell,epithelial cell,上皮细胞
MCA_Stomach_Epithelial cell_Krt15 high,MCA,Adult-Stomach,Stomach,Epithelial cell_Krt15 high,Epithelial cell,epithelial cell,上皮细胞
HCL_Prostate_Epithelial cell_KRT16 high,HCL,Adult-Prostate1,Prostate,Epithelial cell_KRT16 high,Epithelial cell,epithelial cell,上皮细胞
MCA_Stomach_Epithelial cell_Krt5 high,MCA,Three-Weeks-Stomach,Stomach,Epithelial cell_Krt5 high,Epithelial cell,epithelial cell,上皮细胞
MCA_Liver_Epithelial cell_Lcn2 high,MCA,Adult-Liver,Liver,Epithelial cell_Lcn2 high,Epithelial cell,epithelial cell,上皮细胞
MCA_Intestine_Epithelial cell_Lgals2 high,MCA,Fetal-Intestine,Intestine,Epithelial cell_Lgals2 high,Epithelial cell,enterocyte,肠上皮细胞
MCA_Intestine_Epithelial cell_Lgals2 high,MCA,Two-Years-Intestine,Intestine,Epithelial cell_Lgals2 high,Epithelial cell,epithelial cell,上皮细胞
MCA_Stomach_Epithelial cell_Lgals4 high,MCA,Fetal-Stomach,Stomach,Epithelial cell_Lgals4 high,Epithelial cell,epithelial cell,上皮细胞
MCA_Stomach_Epithelial cell_Ltf high,MCA,Eighteen-Months-Stomach,Stomach,Epithelial cell_Ltf high,Epithelial cell,epithelial cell,上皮细胞
MCA_Uterus_Epithelial cell_Ltf high,MCA,Adult-Uterus,Uterus,Epithelial cell_Ltf high,Epithelial cell,epithelial cell,上皮细胞
MCA_Uterus_Epithelial cell_Lyz2 high,MCA,One-Year-Uterus,Uterus,Epithelial cell_Lyz2 high,Epithelial cell,epithelial cell,上皮细胞
MCA_Intestine_Epithelial cell_mt high,MCA,Two-Years-Intestine,Intestine,Epithelial cell_mt high,Epithelial cell,unknow_MCA,unknow_MCA
MCA_Stomach_Epithelial cell_mt high,MCA,Adult-Stomach,Stomach,Epithelial cell_mt high,Epithelial cell,epithelial cell,上皮细胞
MCA_Stomach_Epithelial cell_mt high,MCA,Eighteen-Months-Stomach,Stomach,Epithelial cell_mt high,Epithelial cell,epithelial cell,上皮细胞
MCA_Stomach_Epithelial cell_mt high,MCA,One-Year-Stomach,Stomach,Epithelial cell_mt high,Epithelial cell,epithelial cell,上皮细胞
HCL_Adrenal-Gland_Epithelial cell_MT1G high,HCL,Fetal-Adrenal-Gland2,Adrenal-Gland,Epithelial cell_MT1G high,Epithelial cell,epithelial cell,上皮细胞
MCA_Lung_Epithelial cell_Myl7 high,MCA,Fetal-Lung,Lung,Epithelial cell_Myl7 high,Epithelial cell,epithelial cell,上皮细胞
HCL_Lung_Epithelial cell_PLA2G2A high,HCL,Adult-Lung2,Lung,Epithelial cell_PLA2G2A high,Epithelial cell,epithelial cell,上皮细胞
MCA_Heart_Epithelial cell_Pth high,MCA,Fetal-Heart,Heart,Epithelial cell_Pth high,Epithelial cell,epithelial cell,上皮细胞
MCA_Kidney_Epithelial cell_Rprm high,MCA,Neonatal-Kidney,Kidney,Epithelial cell_Rprm high,Epithelial cell,epithelial cell,上皮细胞
HCL_Lung_Epithelial cell_S100A2 high,HCL,Adult-Lung2,Lung,Epithelial cell_S100A2 high,Epithelial cell,epithelial cell,上皮细胞
MCA_Uterus_Epithelial cell_S100a6 high,MCA,Fetal-Uterus,Uterus,Epithelial cell_S100a6 high,Epithelial cell,epithelial cell,上皮细胞
HCL_Liver_Epithelial cell_SCGB3A1 high,HCL,Adult-Liver2,Liver,Epithelial cell_SCGB3A1 high,Epithelial cell,epithelial cell,上皮细胞
MCA_Uterus_Epithelial cell_Scgb3a1 high,MCA,Eighteen-Months-Uterus,Uterus,Epithelial cell_Scgb3a1 high,Epithelial cell,epithelial cell,上皮细胞
HCL_Liver_Epithelial cell_TM4SF4 high,HCL,Adult-Liver2,Liver,Epithelial cell_TM4SF4 high,Epithelial cell,epithelial cell,上皮细胞
HCL_Prostate_Epithelial cell_TPPP3 high,HCL,Adult-Prostate1,Prostate,Epithelial cell_TPPP3 high,Epithelial cell,epithelial cell,上皮细胞
MCA_Intestine_Epithelial cell_Upk3b high,MCA,Fetal-Intestine,Intestine,Epithelial cell_Upk3b high,Epithelial cell,enterocyte,肠上皮细胞
MCA_Stomach_Epithelial cell_Upk3b high,MCA,Fetal-Stomach,Stomach,Epithelial cell_Upk3b high,Epithelial cell,epithelial cell,上皮细胞
HCL_Kidney_Epithelial_cell_NUPR1 high,HCL,Adult-Kidney2,Kidney,Epithelial_cell_NUPR1 high,Epithelial,epithelial cell,上皮细胞
HCL_Pancreas_Epsilon cell,HCL,Adult-Pancreas_Baron,Pancreas,Epsilon cell,Epsilon cell,pancreatic D cell,胰腺D细胞
HCL_Pancreas_Epsilon cell,HCL,Adult-Pancreas_Segerstolpe,Pancreas,Epsilon cell,Epsilon cell,pancreatic D cell,胰腺D细胞
HCL_Liver_Erythroblast,HCL,Liver_Camp,Liver,Erythroblast,Erythroblast,erythrocyte,红细胞
HCL_Adrenal-Gland_Erythroid cell,HCL,Fetal-Adrenal-Gland4,Adrenal-Gland,Erythroid cell,Erythroid cell,macrophage,巨噬细胞
HCL_Adrenal-Gland_Erythroid cell,HCL,Fetal-Adrenal-Gland2,Adrenal-Gland,Erythroid cell,Erythroid cell,macrophage,巨噬细胞
HCL_Adrenal-Gland_Erythroid cell,HCL,Fetal-Adrenal-Gland3,Adrenal-Gland,Erythroid cell,Erythroid cell,macrophage,巨噬细胞
HCL_Adrenal-Gland_Erythroid cell,HCL,Neonatal-Adrenal-Gland1,Adrenal-Gland,Erythroid cell,Erythroid cell,macrophage,巨噬细胞
MCA_Bladder_Erythroid cell,MCA,Two-Years-Bladder,Bladder,Erythroid cell,Erythroid cell,B cell,B细胞
HCL_Bone-Marrow_Erythroid cell,HCL,Adult-Bone-Marrow-CD34P,Bone-Marrow,Erythroid cell,Erythroid cell,erythrocyte,红细胞
HCL_Bone-Marrow_Erythroid cell,HCL,Adult-Bone-Marrow2,Bone-Marrow,Erythroid cell,Erythroid cell,erythrocyte,红细胞
HCL_Bone-Marrow_Erythroid cell,HCL,Adult-Bone-Marrow1,Bone-Marrow,Erythroid cell,Erythroid cell,erythrocyte,红细胞
MCA_Bone-Marrow_Erythroid cell,MCA,Bone-Marrow_c-kit,Bone-Marrow,Erythroid cell,Erythroid cell,erythrocyte,红细胞
MCA_Bone-Marrow_Erythroid cell,MCA,Bone-Marrow-Mesenchyme,Bone-Marrow,Erythroid cell,Erythroid cell,erythrocyte,红细胞
MCA_Bone-Marrow_Erythroid cell,MCA,Bone-Marrow,Bone-Marrow,Erythroid cell,Erythroid cell,erythrocyte,红细胞
HCL_Brain_Erythroid cell,HCL,Fetal-Brain4,Brain,Erythroid cell,Erythroid cell,erythrocyte,红细胞
HCL_Brain_Erythroid cell,HCL,Fetal-Brain3,Brain,Erythroid cell,Erythroid cell,erythrocyte,红细胞
MCA_Brain_Erythroid cell,MCA,Eighteen-Months-Brain,Brain,Erythroid cell,Erythroid cell,erythrocyte,红细胞
MCA_Brain_Erythroid cell,MCA,E18-Brain,Brain,Erythroid cell,Erythroid cell,erythrocyte,红细胞
MCA_Brain_Erythroid cell,MCA,Neonatal-Brain,Brain,Erythroid cell,Erythroid cell,erythrocyte,红细胞
MCA_Brain_Erythroid cell,MCA,One-Year-Brain,Brain,Erythroid cell,Erythroid cell,erythrocyte,红细胞
MCA_Brain_Erythroid cell,MCA,Ten-Days-Brain,Brain,Erythroid cell,Erythroid cell,erythrocyte,红细胞
MCA_Brain_Erythroid cell,MCA,Three-Weeks-Brain,Brain,Erythroid cell,Erythroid cell,erythrocyte,红细胞
MCA_Brain_Erythroid cell,MCA,Two-Years-Brain,Brain,Erythroid cell,Erythroid cell,erythrocyte,红细胞
HCL_Calvaria_Erythroid cell,HCL,Fetal-Calvaria1,Calvaria,Erythroid cell,Erythroid cell,erythrocyte,红细胞
MCA_Calvaria_Erythroid cell,MCA,Neonatal-Calvaria,Calvaria,Erythroid cell,Erythroid cell,erythrocyte,红细胞
HCL_Heart_Erythroid cell,HCL,Fetal-Heart2,Heart,Erythroid cell,Erythroid cell,erythrocyte,红细胞
HCL_Heart_Erythroid cell,HCL,Fetal-Heart1,Heart,Erythroid cell,Erythroid cell,erythrocyte,红细胞
MCA_Heart_Erythroid cell,MCA,Adult-Heart,Heart,Erythroid cell,Erythroid cell,erythrocyte,红细胞
MCA_Heart_Erythroid cell,MCA,Eighteen-Months-Heart,Heart,Erythroid cell,Erythroid cell,erythrocyte,红细胞
MCA_Heart_Erythroid cell,MCA,Three-Weeks-Heart,Heart,Erythroid cell,Erythroid cell,erythrocyte,红细胞
HCL_Intestine_Erythroid cell,HCL,Fetal-Intestine2,Intestine,Erythroid cell,Erythroid cell,erythrocyte,红细胞
HCL_Intestine_Erythroid cell,HCL,Fetal-Intestine3,Intestine,Erythroid cell,Erythroid cell,erythrocyte,红细胞
MCA_Intestine_Erythroid cell,MCA,Adult-Intestine,Intestine,Erythroid cell,Erythroid cell,erythrocyte,红细胞
MCA_Intestine_Erythroid cell,MCA,Neonatal-Intestine,Intestine,Erythroid cell,Erythroid cell,erythrocyte,红细胞
HCL_Kidney_Erythroid cell,HCL,Fetal-Kidney6,Kidney,Erythroid cell,Erythroid cell,erythrocyte,红细胞
HCL_Kidney_Erythroid cell,HCL,Fetal-Kidney5,Kidney,Erythroid cell,Erythroid cell,erythrocyte,红细胞
HCL_Kidney_Erythroid cell,HCL,Fetal-Kidney3,Kidney,Erythroid cell,Erythroid cell,erythrocyte,红细胞
MCA_Kidney_Erythroid cell,MCA,Fetal-Kidney,Kidney,Erythroid cell,Erythroid cell,erythrocyte,红细胞
MCA_Kidney_Erythroid cell,MCA,Two-Years-Kidney,Kidney,Erythroid cell,Erythroid cell,erythrocyte,红细胞
MCA_Liver_Erythroid cell,MCA,Fetal-Liver,Liver,Erythroid cell,Erythroid cell,erythrocyte,红细胞
MCA_Liver_Erythroid cell,MCA,Neonatal-Liver,Liver,Erythroid cell,Erythroid cell,erythrocyte,红细胞
HCL_Lung_Erythroid cell,HCL,Fetal-Lung1,Lung,Erythroid cell,Erythroid cell,erythrocyte,红细胞
HCL_Pancreas_Erythroid cell,HCL,Fetal-Pancreas2,Pancreas,Erythroid cell,Erythroid cell,erythrocyte,红细胞
HCL_Pancreas_Erythroid cell,HCL,Fetal-Pancreas1,Pancreas,Erythroid cell,Erythroid cell,erythrocyte,红细胞
MCA_Pancreas_Erythroid cell,MCA,Neonatal-Pancreas,Pancreas,Erythroid cell,Erythroid cell,erythrocyte,红细胞
MCA_Pancreas_Erythroid cell,MCA,Three-Weeks-Pancreas,Pancreas,Erythroid cell,Erythroid cell,erythrocyte,红细胞
HCL_Peripheral-Blood_Erythroid cell,HCL,Adult-Peripheral-Blood2,Peripheral-Blood,Erythroid cell,Erythroid cell,erythrocyte,红细胞
HCL_Placenta_Erythroid cell,HCL,Placenta_Tsang,Placenta,Erythroid cell,Erythroid cell,erythrocyte,红细胞
HCL_Rib_Erythroid cell,HCL,Fetal-Rib2,Rib,Erythroid cell,Erythroid cell,erythrocyte,红细胞
HCL_Rib_Erythroid cell,HCL,Fetal-Rib3,Rib,Erythroid cell,Erythroid cell,erythrocyte,红细胞
MCA_Rib_Erythroid cell,MCA,Neonatal-Rib,Rib,Erythroid cell,Erythroid cell,erythrocyte,红细胞
HCL_Skin_Erythroid cell,HCL,Fetal-Skin3,Skin,Erythroid cell,Erythroid cell,erythrocyte,红细胞
MCA_Skin_Erythroid cell,MCA,Neonatal-Skin,Skin,Erythroid cell,Erythroid cell,erythrocyte,红细胞
HCL_Spleen_Erythroid cell,HCL,Adult-Spleen1,Spleen,Erythroid cell,Erythroid cell,erythrocyte,红细胞
MCA_Spleen_Erythroid cell,MCA,Adult-Spleen,Spleen,Erythroid cell,Erythroid cell,erythrocyte,红细胞
HCL_Stomach_Erythroid cell,HCL,Fetal-Stomach1,Stomach,Erythroid cell,Erythroid cell,erythrocyte,红细胞
MCA_Stomach_Erythroid cell,MCA,Neonatal-Stomach,Stomach,Erythroid cell,Erythroid cell,erythrocyte,红细胞
MCA_Testis_Erythroid cell,MCA,Two-Years-Testis,Testis,Erythroid cell,Erythroid cell,erythrocyte,红细胞
MCA_Uterus_Erythroid cell,MCA,Ten-Days-Uterus,Uterus,Erythroid cell,Erythroid cell,erythrocyte,红细胞
MCA_Uterus_Erythroid cell,MCA,Two-Years-Uterus,Uterus,Erythroid cell,Erythroid cell,erythrocyte,红细胞
HCL_Brain_Erythroid cell_AHSP high,HCL,Fetal-Brain5,Brain,Erythroid cell_AHSP high,Erythroid cell,erythrocyte,红细胞
HCL_Pancreas_Erythroid cell_AHSP high,HCL,Fetal-Pancreas3,Pancreas,Erythroid cell_AHSP high,Erythroid cell,erythrocyte,红细胞
HCL_Placenta_Erythroid cell_AHSP high,HCL,Placenta1,Placenta,Erythroid cell_AHSP high,Erythroid cell,erythrocyte,红细胞
HCL_Skin_Erythroid cell_AHSP high,HCL,Fetal-Skin2,Skin,Erythroid cell_AHSP high,Erythroid cell,erythrocyte,红细胞
HCL_Thymus_Erythroid cell_AHSP high,HCL,Fetal-Thymus2,Thymus,Erythroid cell_AHSP high,Erythroid cell,erythrocyte,红细胞
HCL_Thymus_Erythroid cell_AHSP high,HCL,Fetal-Thymus1,Thymus,Erythroid cell_AHSP high,Erythroid cell,erythrocyte,红细胞
MCA_Lung_Erythroid cell_Alas2 high,MCA,Neonatal-Lung,Lung,Erythroid cell_Alas2 high,Erythroid cell,erythrocyte,红细胞
MCA_Stomach_Erythroid cell_Alas2 high,MCA,Fetal-Stomach,Stomach,Erythroid cell_Alas2 high,Erythroid cell,erythrocyte,红细胞
MCA_Lung_Erythroid cell_Car1 high,MCA,Neonatal-Lung,Lung,Erythroid cell_Car1 high,Erythroid cell,erythrocyte,红细胞
MCA_Muscle_Erythroid cell_Car1 high,MCA,Adult-Muscle,Muscle,Erythroid cell_Car1 high,Erythroid cell,erythrocyte,红细胞
MCA_Pancreas_Erythroid cell_Car1 high,MCA,Ten-Days-Pancreas,Pancreas,Erythroid cell_Car1 high,Erythroid cell,erythrocyte,红细胞
MCA_Spleen_Erythroid cell_Car1 high,MCA,Two-Years-Spleen,Spleen,Erythroid cell_Car1 high,Erythroid cell,erythrocyte,红细胞
MCA_Intestine_Erythroid cell_Car2 high,MCA,Fetal-Intestine,Intestine,Erythroid cell_Car2 high,Erythroid cell,erythrocyte,红细胞
MCA_Liver_Erythroid cell_Car2 high,MCA,Two-Years-Liver,Liver,Erythroid cell_Car2 high,Erythroid cell,erythrocyte,红细胞
MCA_Muscle_Erythroid cell_Car2 high,MCA,Adult-Muscle,Muscle,Erythroid cell_Car2 high,Erythroid cell,erythrocyte,红细胞
MCA_Muscle_Erythroid cell_Car2 high,MCA,Neonatal-Muscle,Muscle,Erythroid cell_Car2 high,Erythroid cell,erythrocyte,红细胞
MCA_Peripheral-Blood_Erythroid cell_Car2 high,MCA,Peripheral-Blood,Peripheral-Blood,Erythroid cell_Car2 high,Erythroid cell,erythrocyte,红细胞
MCA_Spleen_Erythroid cell_Car2 high,MCA,Two-Years-Spleen,Spleen,Erythroid cell_Car2 high,Erythroid cell,erythrocyte,红细胞
MCA_Stomach_Erythroid cell_Car2 high,MCA,Fetal-Stomach,Stomach,Erythroid cell_Car2 high,Erythroid cell,erythrocyte,红细胞
MCA_Testis_Erythroid cell_Car2 high,MCA,Fetal-Testis,Testis,Erythroid cell_Car2 high,Erythroid cell,erythrocyte,红细胞
MCA_Uterus_Erythroid cell_Car2 high,MCA,Neonatal-Uterus,Uterus,Erythroid cell_Car2 high,Erythroid cell,erythrocyte,红细胞
HCL_Intestine_Erythroid cell_HBA1 high,HCL,Fetal-Intestine4,Intestine,Erythroid cell_HBA1 high,Erythroid cell,erythrocyte,红细胞
HCL_Pancreas_Erythroid cell_HBA1 high,HCL,Fetal-Pancreas3,Pancreas,Erythroid cell_HBA1 high,Erythroid cell,erythrocyte,红细胞
HCL_Intestine_Erythroid cell_HBA2 high,HCL,Fetal-Intestine4,Intestine,Erythroid cell_HBA2 high,Erythroid cell,erythrocyte,红细胞
HCL_Thymus_Erythroid cell_HBA2 high,HCL,Fetal-Thymus2,Thymus,Erythroid cell_HBA2 high,Erythroid cell,erythrocyte,红细胞
MCA_Heart_Erythroid cell_Hba-a1 high,MCA,Two-Years-Heart,Heart,Erythroid cell_Hba-a1 high,Erythroid cell_Hba-a1 high,erythrocyte,红细胞
MCA_Liver_Erythroid cell_Hba-a1 high,MCA,Eighteen-Months-Liver,Liver,Erythroid cell_Hba-a1 high,Erythroid cell_Hba-a1 high,erythrocyte,红细胞
MCA_Liver_Erythroid cell_Hba-a1 high,MCA,Ten-Days-Liver,Liver,Erythroid cell_Hba-a1 high,Erythroid cell_Hba-a1 high,erythrocyte,红细胞
MCA_Lung_Erythroid cell_Hba-a1 high,MCA,Two-Years-Lung,Lung,Erythroid cell_Hba-a1 high,Erythroid cell_Hba-a1 high,erythrocyte,红细胞
MCA_Pancreas_Erythroid cell_Hba-a1 high,MCA,Ten-Days-Pancreas,Pancreas,Erythroid cell_Hba-a1 high,Erythroid cell_Hba-a1 high,erythrocyte,红细胞
MCA_Liver_Erythroid cell_Hba-a2 high,MCA,Two-Years-Liver,Liver,Erythroid cell_Hba-a2 high,Erythroid cell_Hba-a2 high,erythrocyte,红细胞
MCA_Peripheral-Blood_Erythroid cell_Hba-a2 high,MCA,Peripheral-Blood,Peripheral-Blood,Erythroid cell_Hba-a2 high,Erythroid cell_Hba-a2 high,erythrocyte,红细胞
MCA_Spleen_Erythroid cell_Hba-a2 high,MCA,Two-Years-Spleen,Spleen,Erythroid cell_Hba-a2 high,Erythroid cell_Hba-a2 high,erythrocyte,红细胞
MCA_Testis_Erythroid cell_Hba-a2 high,MCA,Fetal-Testis,Testis,Erythroid cell_Hba-a2 high,Erythroid cell_Hba-a2 high,erythrocyte,红细胞
MCA_Uterus_Erythroid cell_Hba-a2 high,MCA,Fetal-Uterus,Uterus,Erythroid cell_Hba-a2 high,Erythroid cell_Hba-a2 high,erythrocyte,红细胞
MCA_Uterus_Erythroid cell_Hba-a2 high,MCA,Neonatal-Uterus,Uterus,Erythroid cell_Hba-a2 high,Erythroid cell_Hba-a2 high,erythrocyte,红细胞
